filename	mark	label	off0	off1	span
PMC5604947	T1	Application_Mention	14	18	SPSS
PMC5605050	T1	Application_Mention	37	52	SPSS Statistics
PMC5614435	T1	Application_Mention	43	48	STATA
PMC5619748	T1	Application_Mention	0	4	SPSS
PMC5624630	T1	Application_Mention	45	49	SPSS
PMC5627900	T1	Application_Mention	82	97	SPSS Statistics
PMC5628872	T1	Application_Mention	47	51	AMOS
PMC5628872	T2	Application_Mention	107	111	SPSS
PMC5633173	T1	Application_Mention	73	78	Ctrax
PMC5633173	T4	Application_Mention	89	117	Caltech Multiple Fly Tracker
PMC5634534	T1	Application_Mention	24	29	Excel
PMC5638252	T3	Application_Mention	278	282	SPSS
PMC5645143	T1	Application_Mention	8	11	SAS
PMC5646767	T1	Application_Mention	31	37	MAXQDA
PMC5648132	T1	Application_Mention	33	37	SPSS
PMC5656308	T1	Application_Mention	49	54	STATA
PMC5659643	T1	Application_Mention	86	91	Stata
PMC5659773	T1	Application_Mention	39	44	Stata
PMC5673183	T1	Application_Mention	33	38	STATA
PMC5673183	T3	Application_Mention	40	42	MP
PMC5681258	T1	Application_Mention	58	62	SPSS
PMC5685471	T1	Application_Mention	34	39	Stata
PMC5699833	T1	Application_Mention	30	34	SPSS
PMC5699833	T2	Application_Mention	96	101	Prism
PMC5703533	T1	Application_Mention	46	51	STATA
PMC5703533	T2	Application_Mention	70	78	R Studio
PMC5706714	T1	Application_Mention	42	45	SAS
PMC5708632	T1	Application_Mention	34	38	SPSS
PMC5716553	T1	Application_Mention	25	28	SAS
PMC5716576	T1	Application_Mention	40	43	SAS
PMC5718419	T1	Application_Mention	122	127	STATA
PMC5728572	T2	Application_Mention	34	38	SPSS
PMC5728572	T3	Application_Mention	70	75	Stata
PMC5730220	T1	Application_Mention	27	32	Stata
PMC5737892	T1	Application_Mention	46	49	SAS
PMC5737897	T1	Application_Mention	50	54	SPSS
PMC5737897	T2	Application_Mention	69	84	SPSS Statistics
PMC5739395	T1	Application_Mention	37	42	Stata
PMC5739404	T1	Application_Mention	25	29	SPSS
PMC5739404	T2	Application_Mention	36	39	SAS
PMC5744945	T1	Application_Mention	4	9	Excel
PMC5747435	T1	Application_Mention	3	8	excel
PMC5747435	T2	Application_Mention	296	301	Stata
PMC5747435	T3	Application_Mention	227	232	Excel
PMC5749676	T1	Application_Mention	60	65	Stata
PMC5749804	T1	Application_Mention	66	70	SPSS
PMC5754055	T1	Application_Mention	52	56	SPSS
PMC5755759	T1	Application_Mention	40	44	SPSS
PMC5755789	T1	Application_Mention	46	51	STATA
PMC5755789	T2	Application_Mention	165	169	QGIS
PMC5757912	T1	Application_Mention	30	35	Excel
PMC5757912	T2	Application_Mention	46	51	Excel
PMC5764283	T1	Application_Mention	29	33	SPSS
PMC5771574	T1	Application_Mention	35	39	SPSS
PMC5771583	T1	Application_Mention	20	25	Stata
PMC5771614	T1	Application_Mention	41	46	Stata
PMC5777644	T1	Application_Mention	49	64	SPSS Statistics
PMC5783378	T1	Application_Mention	132	138	MATLAB
PMC5783388	T1	Application_Mention	56	60	SPSS
PMC5784985	T1	Application_Mention	34	39	STATA
PMC5794112	T1	Application_Mention	60	63	SAS
PMC5794112	T2	Application_Mention	80	85	STATA
PMC5794112	T5	Application_Mention	86	88	IC
PMC5794112	T6	Application_Mention	89	91	SE
PMC5802430	T1	Application_Mention	55	61	SUDAAN
PMC5802430	T2	Application_Mention	289	295	SUDAAN
PMC5802430	T3	Application_Mention	243	246	SAS
PMC5802858	T2	Application_Mention	72	77	STATA
PMC5805321	T1	Application_Mention	46	51	STATA
PMC5805334	T1	Application_Mention	31	36	Stata
PMC5819792	T1	Application_Mention	47	50	SAS
PMC5819792	T2	Application_Mention	148	175	Comprehensive Meta-Analysis
PMC5819802	T1	Application_Mention	35	40	Stata
PMC5821381	T1	Application_Mention	42	69	Statistical Analysis System
PMC5821381	T2	Application_Mention	71	74	SAS
PMC5823369	T1	Application_Mention	0	5	STATA
PMC5826529	T1	Application_Mention	133	148	SPSS Statistics
PMC5826529	T2	Application_Mention	217	227	LatentGold
PMC5830041	T1	Application_Mention	86	90	SPSS
PMC5830041	T2	Application_Mention	24	31	EpiData
PMC5832313	T1	Application_Mention	252	256	SPSS
PMC5832313	T2	Application_Mention	346	350	SPSS
PMC5841764	T1	Application_Mention	55	60	Stata
PMC5858786	T1	Application_Mention	4	8	SPSS
PMC5865738	T1	Application_Mention	61	64	SAS
PMC5874058	T1	Application_Mention	34	38	SPSS
PMC5874061	T1	Application_Mention	46	51	STATA
PMC5875891	T1	Application_Mention	61	76	SPSS Statistics
PMC5880390	T1	Application_Mention	8	13	STATA
PMC5884536	T1	Application_Mention	70	113	Statistical Package for the Social Sciences
PMC5884536	T3	Application_Mention	128	143	SPSS Statistics
PMC5884542	T1	Application_Mention	27	31	SPSS
PMC5886550	T1	Application_Mention	97	102	Stata
PMC5889056	T1	Application_Mention	35	78	Statistical Package for the Social Sciences
PMC5889056	T3	Application_Mention	80	84	SPSS
PMC5889058	T1	Application_Mention	13	17	SPSS
PMC5895061	T1	Application_Mention	95	101	MaxQDA
PMC5896907	T1	Application_Mention	90	95	STATA
PMC5896907	T2	Application_Mention	47	52	Excel
PMC5896907	T4	Application_Mention	313	318	STATA
PMC5905883	T2	Application_Mention	100	120	Techila Technologies
PMC5905883	T3	Application_Mention	42	54	Google Cloud
PMC5905884	T1	Application_Mention	62	70	R Studio
PMC5905884	T3	Application_Mention	126	129	SAS
PMC5908075	T1	Application_Mention	45	49	SPSS
PMC5908080	T1	Application_Mention	43	46	SPM
PMC5908082	T1	Application_Mention	45	48	SAS
PMC5912798	T1	Application_Mention	73	78	BLAST
PMC5922558	T1	Application_Mention	73	77	SPSS
PMC5931653	T1	Application_Mention	44	49	Stata
PMC5937783	T1	Application_Mention	74	89	SPSS Statistics
PMC5937997	T1	Application_Mention	30	34	SPSS
PMC5951581	T1	Application_Mention	54	58	SPSS
PMC5957384	T1	Application_Mention	60	65	STATA
PMC5963770	T1	Application_Mention	60	65	Stata
PMC5963780	T2	Application_Mention	64	68	SPSS
PMC5963780	T3	Application_Mention	115	119	SPSS
PMC5967727	T1	Application_Mention	46	61	SPSS Statistics
PMC5967727	T2	Application_Mention	71	75	AMOS
PMC2100169	T1	Application_Mention	131	136	Stata
PMC2295259	T1	Application_Mention	78	82	SPSS
PMC2560998	T1	Application_Mention	29	32	JMP
PMC2582449	T1	Application_Mention	205	211	RevMan
PMC2582449	T2	Application_Mention	97	140	Statistical Package for the Social Sciences
PMC2582449	T4	Application_Mention	34	37	SAS
PMC2582449	T7	Application_Mention	156	160	SPSS
PMC2582449	T12	Application_Mention	38	42	STAT
PMC2645500	T1	Application_Mention	137	142	STATA
PMC2656621	T1	Application_Mention	139	142	SAS
PMC2656621	T2	Application_Mention	333	336	SAS
PMC2682645	T1	Application_Mention	39	43	SPSS
PMC2695008	T2	Application_Mention	53	83	statistical parametric mapping
PMC2695008	T3	Application_Mention	102	105	SPM
PMC2702002	T1	Application_Mention	48	53	BLAST
PMC2715862	T1	Application_Mention	34	43	SigmaStat
PMC2715862	T2	Application_Mention	52	56	SPSS
PMC2771898	T1	Application_Mention	49	52	SAS
PMC2799661	T1	Application_Mention	28	33	Excel
PMC2799661	T2	Application_Mention	49	55	Office
PMC2808254	T1	Application_Mention	70	73	SAS
PMC2841167	T2	Application_Mention	140	151	EyeLink API
PMC2844416	T1	Application_Mention	109	116	Minitab
PMC2864761	T1	Application_Mention	50	54	SPSS
PMC2864761	T2	Application_Mention	64	69	Excel
PMC2924608	T1	Application_Mention	34	39	STATA
PMC2924608	T4	Application_Mention	40	42	SE
PMC2942830	T1	Application_Mention	132	136	SPSS
PMC2942830	T2	Application_Mention	309	313	SPSS
PMC2958837	T1	Application_Mention	167	175	STATVIEW
PMC2989911	T1	Application_Mention	34	42	Statview
PMC3001856	T1	Application_Mention	4	7	SAS
PMC3002948	T1	Application_Mention	44	47	SPM
PMC3022014	T1	Application_Mention	29	33	SPSS
PMC3022014	T2	Application_Mention	114	124	Sigma plot
PMC3032724	T1	Application_Mention	50	55	Excel
PMC3043001	T1	Application_Mention	72	75	SAS
PMC3044740	T1	Application_Mention	41	49	StatView
PMC3068144	T1	Application_Mention	140	143	SAS
PMC3071834	T1	Application_Mention	0	4	SPSS
PMC3071834	T2	Application_Mention	9	12	SAS
PMC3082537	T1	Application_Mention	298	302	SPSS
PMC3108597	T1	Application_Mention	2	7	BLAST
PMC3113910	T1	Application_Mention	0	4	SPSS
PMC3144874	T1	Application_Mention	44	55	SAS Lab Pro
PMC3151289	T1	Application_Mention	41	45	SPSS
PMC3153932	T1	Application_Mention	122	127	Stata
PMC3154278	T1	Application_Mention	40	44	SPSS
PMC3166128	T1	Application_Mention	8	12	SPSS
PMC3167835	T1	Application_Mention	0	5	Stata
PMC3177863	T1	Application_Mention	29	33	SPSS
PMC3177863	T2	Application_Mention	44	87	Statistical Package for the Social Sciences
PMC3178585	T1	Application_Mention	33	36	SAS
PMC3187828	T1	Application_Mention	42	46	SPSS
PMC3187828	T3	Application_Mention	62	105	Statistical Package for the Social Sciences
PMC3202564	T1	Application_Mention	51	56	Prism
PMC3202576	T1	Application_Mention	34	38	SPSS
PMC3212529	T1	Application_Mention	59	64	Prism
PMC3237560	T1	Application_Mention	4	7	SAS
PMC3254635	T1	Application_Mention	36	41	Stata
PMC3257264	T1	Application_Mention	56	64	Epi Info
PMC3257264	T2	Application_Mention	122	127	STATA
PMC3257264	T3	Application_Mention	241	246	STATA
PMC3281090	T1	Application_Mention	32	36	SPSS
PMC3281090	T2	Application_Mention	70	73	SAS
PMC3290528	T1	Application_Mention	67	71	SPSS
PMC3290558	T1	Application_Mention	40	44	SPSS
PMC3291560	T1	Application_Mention	143	150	Minitab
PMC3291560	T2	Application_Mention	252	259	Minitab
PMC3291560	T3	Application_Mention	462	469	Minitab
PMC3296763	T1	Application_Mention	28	32	SPSS
PMC3302875	T1	Application_Mention	51	55	SPSS
PMC3310064	T1	Application_Mention	33	36	SAS
PMC3310436	T1	Application_Mention	41	46	Excel
PMC3310436	T2	Application_Mention	103	108	Stata
PMC3325283	T1	Application_Mention	34	38	SPSS
PMC3325283	T4	Application_Mention	47	62	SPSS Statistics
PMC3338832	T1	Application_Mention	59	74	PASW Statistics
PMC3353911	T1	Application_Mention	34	39	Stata
PMC3353911	T2	Application_Mention	91	96	Excel
PMC3356250	T1	Application_Mention	60	64	SPSS
PMC3356291	T1	Application_Mention	41	50	SigmaPlot
PMC3366977	T1	Application_Mention	49	88	Statistical Package for Social Sciences
PMC3366977	T3	Application_Mention	90	94	SPSS
PMC3368909	T1	Application_Mention	42	46	SPSS
PMC3368909	T2	Application_Mention	106	111	Stata
PMC3371048	T1	Application_Mention	23	26	JMP
PMC3391232	T1	Application_Mention	100	105	Stata
PMC3391232	T4	Application_Mention	106	108	SE
PMC3394736	T1	Application_Mention	61	65	SPSS
PMC3402400	T1	Application_Mention	28	32	SPSS
PMC3411655	T1	Application_Mention	42	47	STATA
PMC3411742	T1	Application_Mention	54	59	STATA
PMC3416787	T1	Application_Mention	46	50	SPSS
PMC3419711	T1	Application_Mention	37	42	Stata
PMC3446940	T1	Application_Mention	51	66	PASW Statistics
PMC3464298	T1	Application_Mention	94	104	Kubios HRV
PMC3466320	T1	Application_Mention	34	38	SPSS
PMC3469536	T1	Application_Mention	55	70	SPSS Statistics
PMC3482197	T1	Application_Mention	43	48	Stata
PMC3485274	T1	Application_Mention	102	107	Stata
PMC3485285	T1	Application_Mention	54	58	SPSS
PMC3490915	T1	Application_Mention	57	62	Prism
PMC3492364	T1	Application_Mention	47	52	Excel
PMC3492432	T2	Application_Mention	54	59	Excel
PMC3498156	T1	Application_Mention	36	79	Statistical Package for the Social Sciences
PMC3504100	T1	Application_Mention	33	44	Cogent 2000
PMC3507871	T1	Application_Mention	24	29	STATA
PMC3507917	T1	Application_Mention	28	32	SPSS
PMC3509155	T1	Application_Mention	8	12	SPSS
PMC3519529	T1	Application_Mention	52	55	SAS
PMC3519529	T2	Application_Mention	141	144	JMP
PMC3526652	T1	Application_Mention	127	131	SPSS
PMC3530595	T1	Application_Mention	47	51	SPSS
PMC3534046	T1	Application_Mention	41	49	StatView
PMC3541353	T1	Application_Mention	29	57	Statistical Analysis Systems
PMC3541353	T2	Application_Mention	59	62	SAS
PMC3541387	T1	Application_Mention	45	60	SPSS Statistics
PMC3542333	T1	Application_Mention	52	67	PASW Statistics
PMC3544765	T1	Application_Mention	33	75	Statistical Package for the Social Science
PMC3544765	T2	Application_Mention	77	81	SPSS
PMC3544861	T1	Application_Mention	71	74	SAS
PMC3544861	T3	Application_Mention	75	79	STAT
PMC3558482	T1	Application_Mention	31	70	statistical package for social sciences
PMC3558482	T2	Application_Mention	72	76	SPSS
PMC3559777	T1	Application_Mention	25	29	SPSS
PMC3559777	T2	Application_Mention	39	44	STATA
PMC3561195	T1	Application_Mention	29	32	SAS
PMC3562178	T1	Application_Mention	0	3	SAS
PMC3569413	T1	Application_Mention	46	88	Statistical Package for the Social Science
PMC3569413	T2	Application_Mention	90	94	SPSS
PMC3575417	T1	Application_Mention	30	34	SPSS
PMC3576340	T1	Application_Mention	105	110	Stata
PMC3576340	T2	Application_Mention	44	51	EpiData
PMC3577686	T1	Application_Mention	31	36	Stata
PMC3577846	T1	Application_Mention	62	66	SPSS
PMC3581567	T1	Application_Mention	38	77	Statistical Package for Social Sciences
PMC3585326	T1	Application_Mention	38	42	SPSS
PMC3585793	T1	Application_Mention	115	144	Analysis of Moment Structures
PMC3585793	T2	Application_Mention	42	85	Statistical Package for the Social Sciences
PMC3585793	T4	Application_Mention	100	104	SPSS
PMC3585793	T7	Application_Mention	159	163	AMOS
PMC3591425	T1	Application_Mention	65	70	STATA
PMC3591454	T2	PlugIn_Deposition	102	128	Brain Connectivity Toolbox
PMC3592839	T1	Application_Mention	41	46	Excel
PMC3592839	T2	Application_Mention	63	72	OriginPro
PMC3596370	T1	Application_Mention	33	38	Stata
PMC3596371	T1	Application_Mention	138	143	Prism
PMC3602443	T1	Application_Mention	31	36	STATA
PMC3613346	T1	Application_Mention	35	39	SPSS
PMC3613346	T2	Application_Mention	144	147	SAS
PMC3634734	T1	Application_Mention	200	204	SPSS
PMC3641050	T1	Application_Mention	90	94	SPSS
PMC3641101	T1	Application_Mention	61	66	Excel
PMC3656929	T1	Application_Mention	25	29	SPSS
PMC3660607	T1	Application_Mention	29	32	SAS
PMC3660607	T2	Application_Mention	64	70	SUDAAN
PMC3661540	T1	Application_Mention	84	88	SPSS
PMC3661547	T1	Application_Mention	85	90	Stata
PMC3662790	T1	Application_Mention	119	124	STATA
PMC3666983	T1	Application_Mention	6	10	SPSS
PMC3669127	T1	Application_Mention	47	51	SPSS
PMC3670922	T1	Application_Mention	34	38	SPSS
PMC3676365	T1	Application_Mention	33	48	SPSS Statistics
PMC3679146	T1	Application_Mention	67	71	SPSS
PMC3679146	T2	Application_Mention	27	35	Epi Info
PMC3679150	T1	Application_Mention	257	262	Stata
PMC3688591	T1	Application_Mention	43	81	Statistical Package for Social Science
PMC3691237	T1	Application_Mention	0	4	SPSS
PMC3694065	T1	Application_Mention	57	62	STATA
PMC3694100	T1	Application_Mention	33	38	Stata
PMC3700867	T1	Application_Mention	41	45	SPSS
PMC3700867	T2	Application_Mention	112	117	Prism
PMC3722160	T1	Application_Mention	61	65	SPSS
PMC3724832	T1	Application_Mention	134	138	SPSS
PMC3724832	T2	Application_Mention	209	238	statistical analyses software
PMC3724832	T5	Application_Mention	240	243	SAS
PMC3724838	T1	Application_Mention	43	48	Stata
PMC3739786	T1	Application_Mention	0	4	SPSS
PMC3742468	T1	Application_Mention	42	57	SPSS Statistics
PMC3743525	T1	Application_Mention	38	43	Stata
PMC3745444	T1	Application_Mention	34	37	SAS
PMC3749220	T1	Application_Mention	150	155	STATA
PMC3756026	T1	Application_Mention	25	29	SPSS
PMC3756996	T1	Application_Mention	95	99	SPSS
PMC3756996	T2	Application_Mention	239	243	SPSS
PMC3758314	T1	Application_Mention	49	52	SAS
PMC3759436	T1	Application_Mention	0	41	Statistical Product and Service Solutions
PMC3759436	T2	Application_Mention	43	47	SPSS
PMC3760841	T1	Application_Mention	99	103	SPSS
PMC3762848	T1	Application_Mention	161	166	Stata
PMC3767642	T1	Application_Mention	32	35	SAS
PMC3776798	T1	Application_Mention	50	54	SPSS
PMC3797813	T1	Application_Mention	25	40	SPSS Statistics
PMC3797813	T5	Application_Mention	59	63	SPSS
PMC3805582	T1	Application_Mention	59	64	STATA
PMC3808299	T1	Application_Mention	26	31	STATA
PMC3828322	T1	Application_Mention	13	18	STATA
PMC3828343	T1	Application_Mention	35	39	SPSS
PMC3832538	T1	Application_Mention	27	32	BLAST
PMC3832538	T3	Application_Mention	258	263	BLAST
PMC3832538	T6	Application_Mention	234	239	BLAST
PMC3834222	T1	Application_Mention	40	43	SAS
PMC3835884	T1	Application_Mention	17	23	EEGLAB
PMC3841130	T1	Application_Mention	68	72	Word
PMC3841130	T2	Application_Mention	77	82	Excel
PMC3846567	T1	Application_Mention	24	28	SPSS
PMC3862833	T1	Application_Mention	36	40	SPSS
PMC3862878	T2	Application_Mention	117	122	blast
PMC3866176	T1	Application_Mention	28	43	SPSS Statistics
PMC3873973	T1	Application_Mention	48	52	SPSS
PMC3879246	T1	Application_Mention	42	46	SPSS
PMC3879366	T1	Application_Mention	39	54	SPSS Statistics
PMC3880334	T1	Application_Mention	4	7	SAS
PMC3893170	T1	Application_Mention	8	13	Stata
PMC3897519	T1	Application_Mention	24	28	SPSS
PMC3897519	T2	Application_Mention	76	80	NCSS
PMC3897676	T1	Application_Mention	122	127	Stata
PMC3900491	T1	Application_Mention	75	78	SAS
PMC3903501	T1	Application_Mention	42	46	SPSS
PMC3909117	T1	Application_Mention	34	39	Stata
PMC3914947	T1	Application_Mention	39	43	SPSS
PMC3921218	T1	Application_Mention	43	48	STATA
PMC3922869	T1	Application_Mention	34	38	SPSS
PMC3922869	T3	Application_Mention	40	79	Statistical Package for Social Sciences
PMC3923838	T1	Application_Mention	37	41	SPSS
PMC3937337	T1	Application_Mention	34	37	SAS
PMC3938582	T1	Application_Mention	27	32	Stata
PMC3938582	T2	Application_Mention	134	139	STATA
PMC3942421	T1	Application_Mention	34	38	SPSS
PMC3943973	T1	Application_Mention	36	40	SPSS
PMC3946292	T1	Application_Mention	0	4	SPSS
PMC3948370	T1	Application_Mention	24	27	SAS
PMC3948384	T1	Application_Mention	34	39	STATA
PMC3958518	T1	Application_Mention	0	5	STATA
PMC3963974	T1	Application_Mention	42	57	PASW Statistics
PMC3965382	T1	Application_Mention	74	78	SPSS
PMC3965382	T2	Application_Mention	50	55	Prism
PMC3974764	T1	Application_Mention	26	30	SPSS
PMC3974836	T1	Application_Mention	46	51	STATA
PMC3976290	T1	Application_Mention	39	44	BLAST
PMC3979676	T1	Application_Mention	41	44	SAS
PMC3981780	T1	Application_Mention	51	56	STATA
PMC3983092	T1	Application_Mention	34	39	STATA
PMC3984205	T1	Application_Mention	39	43	SPSS
PMC3988100	T1	Application_Mention	159	163	SPSS
PMC3989186	T1	Application_Mention	9	14	Prism
PMC3991647	T1	Application_Mention	85	88	SAS
PMC3995913	T3	Application_Mention	76	80	JAGS
PMC4008581	T1	Application_Mention	60	90	Statistical Parametric Mapping
PMC4008581	T3	Application_Mention	92	95	SPM
PMC4010396	T1	Application_Mention	42	46	SPSS
PMC4014506	T1	Application_Mention	4	47	Statistical Package for the Social Sciences
PMC4014506	T3	Application_Mention	49	53	SPSS
PMC4019471	T1	Application_Mention	59	64	Prism
PMC4019483	T1	Application_Mention	180	185	stata
PMC4019508	T1	Application_Mention	133	172	Statistical Package for Social Sciences
PMC4019508	T2	Application_Mention	174	178	SPSS
PMC4020748	T1	Application_Mention	247	250	SAS
PMC4031044	T1	Application_Mention	34	39	excel
PMC4055700	T1	Application_Mention	123	128	Stata
PMC4055700	T2	Application_Mention	161	166	MLwiN
PMC4059755	T1	Application_Mention	34	48	PASW Statistic
PMC4069022	T1	Application_Mention	37	42	STATA
PMC4076331	T1	Application_Mention	34	49	PASW Statistics
PMC4081005	T1	Application_Mention	30	35	Stata
PMC4094494	T1	Application_Mention	138	142	SPSS
PMC4100871	T1	Application_Mention	268	271	JMP
PMC4102590	T1	Application_Mention	64	67	JMP
PMC4103818	T2	Application_Mention	114	119	Praat
