tokens,labels
"['Oral', 'glucose', 'tolerance', 'test.']","['O', 'O', 'O', 'O']"
"['After', 'a', '16', 'h', 'fast,', 'glucose', '(2', 'g/kg)', 'was', 'administered', 'by', 'gavage', 'to', 'the', 'Gcgr', 'mice.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Blood', 'was', 'taken', 'at', '0,', '15,', '30,', '45,', '60,', '90,', 'and', '120', 'min', 'intervals,', 'and', 'the', 'blood', 'glucose', 'and', 'plasma', 'insulin', 'were', 'analyzed.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Immunoblotting.'],['O']
"['Livers', 'were', 'lysed', 'in', 'radioimmunoprecipitation', '(RIPA)', 'buffer', '(0.15mM', 'NaCl/0.05mM', 'TrisHCl,', 'pH,7.2/1%', 'Triton-X100/1%', 'sodium', 'deoxycholate/0.1%', 'SDS)', 'with', '10', 'mg/mL', 'leupeptin', 'and', '10', 'mg/mL', 'aprotinin.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Proteins', 'were', 'resolved', 'by', 'sulfate-polyacrylamide', 'gel', 'electrophoresis', '(SDS/', 'PAGE)', 'and', 'transferred', 'to', 'a', 'membrane', '(GE', 'Healthcare,', 'Piscataway,', 'NJ).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'blotted', 'membrane', 'was', 'blocked', 'in', '1', '3', 'Tris-buffered', 'saline', '(TBS)', 'containing', '0.1%', 'tween', '20', '(TBST)', 'and', '5%', 'nonfat', 'dry', 'milk', 'for', '1', 'h', 'at', 'room', 'temperature.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['After', 'incubation', 'with', 'primary', 'antibodies', 'to', 'cAMP-responsive', 'element', 'binding', '(CREB)', 'and', 'phospho-CREB', '(P-CREB)', '(1:1000;', 'Cell', 'Signaling', 'Technology,', 'Danvers,', 'MA)', 'or', 'anti-g-tubulin', 'at', '4°C', 'overnight,', 'the', 'membrane', 'was', 'washed', 'with', 'TBST', 'buffer.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Membranes', 'were', 'incubated', 'with', 'goat', 'antirabbit', 'or', 'anti-mouse', 'horseradish', 'peroxidase-conjugated', 'IgG', 'for', '1', 'h.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'proteins', 'were', 'detected', 'by', 'using', 'enhanced', 'chemiluminescence', 'detection', 'system', '(GE', 'Healthcare).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Real-time', 'quantitative', 'PCR.']","['O', 'O', 'O']"
"['Total', 'RNA', 'was', 'extracted', 'from', 'the', 'liver', 'by', 'Trizol', 'isolation', 'method', '(Life', 'Technologies,', 'Rockville,', 'MD).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['All', 'PCR', 'reactions', 'were', 'performed', 'in', 'triplicate', 'as', 'previously', 'described', '(25).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'mRNA', 'level', 'was', 'calculated', 'by', 'using', 'standard', 'curve', 'method.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Primer', 'sequences', 'are', 'shown', 'in', 'Supplementary', 'Table', '1.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Amino', 'acid', 'analysis', 'of', 'livers.']","['O', 'O', 'O', 'O', 'O']"
"['Amino', 'acids', 'were', 'analyzed', 'in', 'liver', 'homogenates', 'by', 'tandem', 'mass', 'spectrometry', '(MS/MS).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['All', 'MS', 'analyses', 'used', 'stable-isotope', 'dilution', 'with', 'internal', 'standards', 'from', 'Isotec,', 'Cambridge', 'Isotope', 'Laboratories,', 'and', 'CDN', 'Isotopes.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Immunohistochemistry', 'and', 'b-cell', 'mass', 'measurement.']","['O', 'O', 'O', 'O', 'O']"
"['The', 'distal', '20%', 'of', 'pancreata', 'dissected', 'from', 'adult', 'mice', 'were', 'fixed', 'in', ""Bouin's"", 'solution', '(Sigma,', 'St.', 'Louis,', 'MO)', 'and', 'dehydrated', 'prior', 'to', 'paraffin', 'embedding.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Five', 'micrometer', 'contiguous', 'paraffin', 'sections', 'were', 'prepared', 'on', 'a', 'Leica', 'RM2155', 'rotary', 'microtome', 'for', 'insulin', 'and', 'glucagon', 'immunohistochemical', 'staining,', 'as', 'previously', 'described', '(26).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Morphometric', 'analysis', 'for', 'insulin', 'cells', 'was', 'performed', 'using', 'Image-J', 'image', 'analysis', 'software', 'and', 'particle', 'analysis', 'macro', '(Scion,', 'Frederick,', 'MD).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'area', 'of', 'insulin', 'staining', 'in', 'three', 'sections', 'of', 'pancreas', 'from', '4-6', 'animals,', 'relative', 'to', 'total', 'sectional', 'area', 'examined,', 'was', 'quantified', 'by', 'monochromatic', 'thresholding.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
