tokens,labels
"['The', '−log', '10', '(FastPval', 'P-values)', 'were', 'plotted', 'against', 'the', '−log', '10', '(theoretical', 'P-values)', 'on', 'a', 'Log-Log', 'QQ', 'plot.']","['O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Kolmogorov-Smirnov', 'test', 'was', 'also', 'used', 'to', 'compare', 'the', 'FastPval', 'P-values', 'with', 'theoretical', 'P-values.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O']"
"['As', 'shown', 'in', 'Table', '1,', 'FastPval', 'shows', 'significant', 'improvement', 'over', 'the', ""'Exact'"", 'approach.']","['O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tested', 'on', '1', 'billion', 'resampling', 'data,', 'FastPval', 'only', 'used', '0.11%', 'of', 'the', 'memory', 'and', 'storage', 'and', '52.94%', 'of', 'model', 'building', 'and', 'searching', 'times.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['When', 'we', 'increased', 'the', 'dataset', 'size', 'to', '5', 'billion,', 'the', ""'Exact'"", 'method', 'failed', 'to', 'load', 'due', 'to', 'the', 'large', 'memory', 'requirement,', 'while', 'our', 'method', 'was', 'able', 'to', 'calculate', 'P-values', 'successfully.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['FastPval', 'has', 'speed,', 'memory', 'and', 'storage', 'consumption', 'approximately', 'linear', 'to', 'resembling', 'size.']","['B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'accuracies', 'of', 'FastPval', 'calculated', 'P-values', 'from', 'three', 'different', 'distributions', 'were', 'compared', 'with', 'the', 'theoretical', 'P-values.']","['O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'results', 'are', 'shown', 'in', 'the', 'form', 'of', 'Log-Log', 'QQ', 'plots', 'Supplementary', 'Fig.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['S1a-c).'],['O']
"['In', 'all', 'three', 'tested', 'distributions,', 'the', 'FastPval', 'calculated', 'P-values', 'and', 'the', 'theoretical', 'P-values', 'are', 'highly', 'matched,', 'forming', 'a', '45', 'degree', 'line', 'in', 'the', 'Log-Log', 'QQ', 'plots.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Kolmogorov-Smirnov', 'tests', 'showed', 'the', 'P-value', '=', '1.000', 'for', 'Normal', 'and', 'Poisson', 'distributions,', 'and', '0.998', 'for', 'Gumbel', 'distribution,', 'indicating', 'that', 'the', 'calculated', 'P-values', 'did', 'not', 'deviate', 'from', 'the', 'original', 'distribution.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'therefore', 'conclude', 'thatFastPval', 'is', 'accurate', 'for', 'calculating', 'P-values', 'for', 'data', 'from', 'a', 'variety', 'of', 'distributions.']","['O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Java', 'GUI', 'interface', 'of', 'FastPval', 'is', 'shown', 'in', 'Supplementary', 'Figure', 'S2a-c.']","['O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', ""'Method'"", 'field,', 'the', 'user', 'can', 'either', 'choose', ""'FastPval"", 'or', 'the', 'traditional', ""'Exact'"", 'method', 'to', 'calculate', 'P-values.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['When', 'the', 'resembling', 'size', 'is', 'greater', 'than', '10', 'million,', 'FastPval', 'is', 'the', 'only', 'suitable', 'choice.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', ""'Step'"", 'field,', 'the', 'user', 'can', 'either', ""'Generate"", ""model',"", 'or', ""'Calculate"", ""P-value'"", 'or', ""'Do"", ""both'.""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', ""'Generate"", ""model'"", 'step', 'allows', 'the', 'user', 'to', 'generate', 'M1', 'and', 'M2', 'models', 'from', 'the', 'background', 'dataset', 'O;', 'the', ""'Calculate"", ""P-value'"", 'step', 'allows', 'the', 'user', 'to', 'calculate', 'P-values', 'for', 'all', 'the', 'scores', 'saved', 'in', 'a', 'text', 'file.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'interface', 'changes', 'according', 'to', 'the', ""user's"", 'selection.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', ""'Generate"", ""model'"", 'step,', 'the', 'user', 'has', 'to', 'specify', 'the', 'background', 'file', 'and', 'directory', 'to', 'save', 'two', 'models,', 'by', 'clicking', 'on', ""'Background"", ""file'"", 'and', ""'Output"", ""folder',"", 'respectively.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'user', 'also', 'needs', 'to', 'select', 'two', 'parameters,', 'the', ""'Sampling"", ""size'"", '(N)', 'and', ""'P-value"", ""cutoff'"", '(P).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'selections', 'of', 'P', 'and', 'N', 'are', 'affected', 'by', 'the', 'balance', 'of', 'accuracy', 'and', 'speed.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Bigger', 'Ns', 'and', 'Ps', 'will', 'give', 'more', 'accurate', 'P-values', 'but', 'will', 'be', 'less', 'efficient.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'recommend', 'N', '=', '100', '000', 'and', 'P', '=', '0.001.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['N', '*', 'P', 'should', 'be', 'within', 'the', 'range', 'of', '10', 'to', '1000,', 'preferably', '100.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['After', 'the', 'models', 'are', 'generated,', 'the', 'program', 'will', 'automatically', 'change', 'to', 'the', ""'Calculate"", ""P-value'"", 'step,', 'with', 'default', 'model', 'files', 'selected.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'user', 'will', 'need', 'to', 'specify', 'the', 'file', 'with', 'scores', 'for', 'P-value', 'calculation,', 'by', 'clicking', 'on', ""'Sample"", ""file'.""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['For', 'scores', 'that', 'are', 'out', 'of', 'the', 'boundary', 'of', 'both', 'models,', 'the', 'user', 'can', 'choose', 'either', ""'Extreme"", ""distribution'"", 'or', ""'Normal"", ""distribution'"", 'in', 'the', ""'Assumed"", ""distribution'"", 'field', 'to', 'calculate', 'the', 'P-value,', 'or', 'simply', 'select', ""'No"", ""distribution'"", 'to', 'assign', 'the', 'P-value', 'to', '0.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'parameters', 'of', 'both', 'distributions', 'were', 'calculated', 'from', 'the', 'fitting', 'of', 'the', 'dataset', 'N.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
